test_distance_m,test_angle_deg,samples,mean_x_m,std_x_m,mean_x_error_m,std_x_error_m,mean_y_m,std_y_m,mean_y_error_m,std_y_error_m,mean_z_m,std_z_m,mean_z_error_m,std_z_error_m,mean_range_m,std_range_m,mean_range_error_m,std_range_error_m,ground_truth_x_m,ground_truth_z_m,ground_truth_range_m,mean_yaw_deg,std_yaw_deg,mean_yaw_error_deg,std_yaw_error_deg,abs_mean_x_error_m,abs_mean_y_error_m,abs_mean_z_error_m,abs_mean_range_error_m,abs_mean_yaw_error_deg
1.0,60,250,3.169478370081164,0.04270504783346992,0.5994783700811643,0.04270504783346978,0.2767790464502625,0.0070491690125168765,0.2767790464502625,0.0070491690125168765,0.9507900572556913,0.012555402773261459,-0.049209942744308684,0.012555402773261493,3.320576030344733,0.044802830826418456,0.5628777147199073,0.0448028308264184,2.57,1.0,2.7576983156248254,105.41754730813749,1.3781059780052685,45.41754730813747,1.3781059780052671,0.5994783700811643,0.2767790464502625,0.049209942744308684,0.5628777147199073,45.41754730813747
2.0,30,250,3.2144328651621357,0.029920370073574284,0.6444328651621362,0.029920370073574228,0.16848479337217356,0.013050282478544397,0.16848479337217356,0.013050282478544397,2.24017002829962,0.021730751277784576,0.24017002829961978,0.02173075127778432,3.9216723064409584,0.036754090713308964,0.6651557626475757,0.03675409071330918,2.57,2.0,3.2565165437933827,93.2281620130896,0.9702976553636963,63.228162013089594,0.9702976553637055,0.6444328651621362,0.16848479337217356,0.24017002829961978,0.6651557626475757,63.228162013089594
2.0,60,250,3.3604088237221537,0.032618291764815885,0.7904088237221539,0.03261829176481587,0.3823718259930487,0.004891590243850021,0.3823718259930487,0.004891590243850021,2.02518630462159,0.019499769832220012,0.025186304621589904,0.019499769832219713,3.9420739180091555,0.03816470319254351,0.6855573742157729,0.038164703192543406,2.57,2.0,3.2565165437933827,103.35433458396152,0.8703384457446595,43.35433458396153,0.8703384457446665,0.7904088237221539,0.3823718259930487,0.025186304621589904,0.6855573742157729,43.35433458396153
4.0,30,250,3.4819547220687883,0.09786616717405004,0.9119547220687885,0.09786616717405,0.6686683389478295,0.040623208772973846,0.6686683389478295,0.040623208772973846,4.476071738937434,0.12587043123980926,0.4760717389374337,0.1258704312398092,5.7102722688223615,0.161872742796491,0.9558112057785174,0.16187274279649103,2.57,4.0,4.754461063043844,94.75730697678577,1.7237122719809825,64.75730697678577,1.723712271980981,0.9119547220687885,0.6686683389478295,0.4760717389374337,0.9558112057785174,64.75730697678577
4.0,60,250,3.4135668311080027,0.060248771723420434,0.8435668311080029,0.06024877172342044,0.7418612468441534,0.0145688570940274,0.7418612468441534,0.0145688570940274,4.479145899723116,0.07878615887957433,0.47914589972311655,0.07878615887957419,5.680283811492343,0.09984757025582379,0.925822748448498,0.09984757025582383,2.57,4.0,4.754461063043844,101.71445188332696,6.5787658880872675,41.71445188332695,6.578765888087265,0.8435668311080029,0.7418612468441534,0.47914589972311655,0.925822748448498,41.71445188332695
6.0,0,250,3.476606604536326,0.05716636070865666,0.9066066045363267,0.05716636070865677,0.6076308138489526,0.018861914585102883,0.6076308138489526,0.018861914585102883,7.203564921158327,0.11771611897332586,1.2035649211583268,0.11771611897332573,8.021697254956374,0.13118374288593984,1.4944543454271142,0.13118374288593956,2.57,6.0,6.52724290952926,86.86478682252013,3.803473779828634,86.86478682252013,3.80347377982863,0.9066066045363267,0.6076308138489526,1.2035649211583268,1.4944543454271142,86.86478682252013
6.0,30,250,3.2438112051902555,0.20588005905187198,0.6738112051902555,0.20588005905187215,1.009904650138423,0.0501659768612581,1.009904650138423,0.0501659768612581,7.831182883504115,0.4908377353052649,1.8311828835041153,0.49083773530526525,8.536447594629484,0.5334098492852453,2.0092046851002237,0.5334098492852464,2.57,6.0,6.52724290952926,89.51160622873005,2.791796290220862,59.51160622873005,2.7917962902208573,0.6738112051902555,1.009904650138423,1.8311828835041153,2.0092046851002237,59.51160622873005
6.0,60,250,1.4359994199748396,0.005945945065543002,-1.1340005800251605,0.005945945065543002,-0.03355089015682891,0.009630538928444465,-0.03355089015682891,0.009630538928444465,0.9622254930445661,0.004568461432993676,-5.037774506955434,0.004568461432995513,1.7289269528740123,0.007622097323672536,-4.798315956655248,0.007622097323672709,2.57,6.0,6.52724290952926,89.18178272446126,0.19177295942150835,29.181782724461254,0.19177295942150507,1.1340005800251605,0.03355089015682891,5.037774506955434,4.798315956655248,29.181782724461254
